step times epsilon,costFunctionGen,costFunctionDis,costFunctionTest,costHilbert
0.0,0.531728745115101,1.073480126568134,0.12029701016441562,0.2010245917349029
0.01,0.5100402282132779,1.0951686434699566,0.11480857427867106,0.1865637521244717
0.02,0.4894848223287152,1.1341825419863572,0.1147287244509069,0.1865637521244717
0.03,0.5441380849427686,1.0814256530951691,0.11192466019496825,0.1955380439209551
0.04,0.44649871778047745,1.2035470785825235,0.10691703277680674,0.1955380439209551
0.05,0.4533463834966887,1.1925331118602256,0.11253708902873685,0.1166691764701762
0.060000000000000005,0.4850656763015344,1.1796126563158447,0.10619075221643165,0.1166691764701762
0.07,0.5220201892917121,1.1433291072627678,0.11464210164564163,0.19665110815774994
0.08,0.48680674319052547,1.2078689899620099,0.10827486850965647,0.19665110815774994
0.09,0.4715659587010861,1.21345800935724,0.11593084366598275,0.09756374122484161
0.09999999999999999,0.564948608395291,1.1177981379411426,0.10063718827661247,0.09756374122484161
0.10999999999999999,0.4618424424185573,1.241112943836022,0.10646906385425435,0.14543642203995716
0.11999999999999998,0.48149826462808604,1.2466490507624788,0.10623028333241766,0.14543642203995716
0.12999999999999998,0.38556613610623736,1.3345022613569373,0.10877018532952609,0.09853643668798136
0.13999999999999999,0.43099563856674106,1.2899574232321327,0.10469961722879628,0.09853643668798136
0.15,0.4348407496333291,1.300215886719628,0.1151155557848401,0.11063639742412845
0.16,0.48988000913632845,1.2378828135698088,0.10407708025028278,0.11063639742412845
0.17,0.4217284665870695,1.3287731173363118,0.1237420879313898,0.132151957878967
0.18000000000000002,0.3423113524880215,1.40783284236575,0.10372498253702077,0.132151957878967
0.19000000000000003,0.4239715071669837,1.341282449292914,0.10192552003431463,0.15762978581968018
0.20000000000000004,0.4076241927775513,1.376101329835628,0.10309351908386162,0.15762978581968018
0.21000000000000005,0.4109748581658284,1.368129356493085,0.11393353722444627,0.18693128232892942
0.22000000000000006,0.42964528335984953,1.372746611182191,0.11012497434514824,0.18693128232892942
0.23000000000000007,0.4451535681446023,1.346830247641018,0.11115363435173595,0.1124772355120173
0.24000000000000007,0.3688704080579812,1.4110651237630194,0.11907208083071354,0.1124772355120173
0.25000000000000006,0.35121824136192237,1.453210819071046,0.11532816599055616,0.09503211403872307
0.26000000000000006,0.38425243574943196,1.4218961796047762,0.11844651545245587,0.09503211403872307
0.2700000000000001,0.36927404816999176,1.4457496003121375,0.1264691926087812,0.16370199535978155
0.2800000000000001,0.3281582426889904,1.499808726562088,0.10235723837554027,0.16370199535978155
0.2900000000000001,0.34101581201679687,1.4843146997861918,0.12585342052394102,0.09493770865918687
0.3000000000000001,0.34159997879391113,1.4941853124682654,0.11046454674249497,0.09493770865918687
0.3100000000000001,0.3156270691031524,1.5186808660190274,0.12692822832783443,0.0822149738708982
0.3200000000000001,0.34395540971229405,1.501144990834948,0.10679100388771674,0.0822149738708982
0.3300000000000001,0.3426781630853063,1.499920260943689,0.1261862133604553,0.10952057052931838
0.34000000000000014,0.30367220343656215,1.5565648798839382,0.11876559248017057,0.10952057052931838
0.35000000000000014,0.34945493567017916,1.5016352863661366,0.11936102328729704,0.13401714972661488
0.36000000000000015,0.34579347775684893,1.510495072736548,0.11721936675025268,0.13401714972661488
0.37000000000000016,0.32641328076549275,1.5325479978956993,0.12868464551134218,0.1098188897306108
0.38000000000000017,0.3092828601245949,1.5559914236846524,0.11105251116237765,0.1098188897306108
0.3900000000000002,0.3649585728753637,1.5006352460884513,0.11443917568304053,0.12818840251636782
0.4000000000000002,0.30405394192810314,1.5681356319153363,0.10901676547843353,0.12818840251636782
0.4100000000000002,0.33105835846693216,1.5413527569120504,0.11242659243693691,0.06353419181323203
0.4200000000000002,0.2969264080126114,1.5863566758195755,0.1103079431674993,0.06353419181323203
0.4300000000000002,0.28702714901758325,1.5917426842437201,0.12122648737703325,0.07757398220739394
0.4400000000000002,0.2613878873890781,1.6302699913754706,0.1208421424351507,0.07757398220739394
0.45000000000000023,0.2742007612870268,1.6093336252664194,0.12014088309493122,0.07643758144898635
0.46000000000000024,0.2733089655910318,1.6442080425537928,0.11829095381154389,0.07643758144898635
0.47000000000000025,0.30010726428298357,1.5879597821804716,0.12380005661010873,0.1318684327455489
0.48000000000000026,0.28937222751806824,1.5878929070760994,0.11385837839919129,0.1318684327455489
0.49000000000000027,0.2561907455239999,1.6367979737540872,0.1283693594466462,0.05019664988474039
0.5000000000000002,0.2509787552816526,1.6697787738849348,0.1234335916250757,0.05019664988474039
0.5100000000000002,0.2738389648407077,1.6232614446807003,0.12696183875117925,0.06616342338924242
0.5200000000000002,0.2807292257524046,1.6408856687232753,0.12212399142983955,0.06616342338924242
0.5300000000000002,0.2598110098229048,1.6409738273810035,0.11106475907278245,0.0687473353325326
0.5400000000000003,0.2313429750156645,1.6958679606048075,0.11785650895878957,0.0687473353325326
0.5500000000000003,0.26325666070937936,1.6409911437520615,0.13091347995610386,0.0903184273439086
0.5600000000000003,0.25971502452553985,1.6623335680597604,0.13748239158696762,0.0903184273439086
0.5700000000000003,0.25263200690834564,1.655433632273913,0.11334134168042642,0.06573312002069706
0.5800000000000003,0.25354203484175364,1.6666840367312068,0.12401547381410932,0.06573312002069706
0.5900000000000003,0.2549559941547001,1.6563796990967572,0.14420326311554824,0.07172693894130809
0.6000000000000003,0.2401546475991359,1.697961651843278,0.12674119170975748,0.07172693894130809
0.6100000000000003,0.2585239980966835,1.6562343847198113,0.11731025610370535,0.05176971259807197
0.6200000000000003,0.22817499371835534,1.6805266030236041,0.12284828384144211,0.05176971259807197
0.6300000000000003,0.2079492805737848,1.7098725546912714,0.1309453111768287,0.09922428531285614
0.6400000000000003,0.21639604465029919,1.6829342233043185,0.1252634581320612,0.09922428531285614
0.6500000000000004,0.24356944440907985,1.6758134893332737,0.1257422679569725,0.04951219066179922
0.6600000000000004,0.2200864462654198,1.6726861936139326,0.12841185290206136,0.04951219066179922
0.6700000000000004,0.2269413657122413,1.6941079955649725,0.13039346678207114,0.03982783579307945
0.6800000000000004,0.21628475366121175,1.658021329254151,0.12077211461035985,0.03982783579307945
0.6900000000000004,0.22486206011047702,1.6981199735923824,0.12622349269262792,0.039513007149289694
0.7000000000000004,0.21372362503873954,1.7124302932447963,0.1281007337726562,0.039513007149289694
0.7100000000000004,0.21822368406109502,1.7062817435434199,0.13635510381906918,0.06176225531782391
0.7200000000000004,0.2081082342938582,1.7019012202848338,0.12382578132427549,0.06176225531782391
0.7300000000000004,0.21709973469531327,1.7092125607262734,0.12691726096060363,0.03975829294701385
0.7400000000000004,0.20653323513486194,1.734110764067727,0.13589004651888664,0.03975829294701385
0.7500000000000004,0.2035108938501693,1.7245884078221287,0.13438093589807512,0.06607652401201386
0.7600000000000005,0.18779648981657415,1.764650306738702,0.13746482194442186,0.06607652401201386
0.7700000000000005,0.2032660893399394,1.7266968009769799,0.13122490713850155,0.02809891558618114
0.7800000000000005,0.20177225678322505,1.7378329093932003,0.12238132265853428,0.02809891558618114
0.7900000000000005,0.2072989997245406,1.7238766716948724,0.14165047365609412,0.03543149720219657
0.8000000000000005,0.20312549646272743,1.732024473349862,0.13243346207392478,0.03543149720219657
0.8100000000000005,0.19386376454295534,1.738379240199568,0.1403556975026835,0.03281086945156181
0.8200000000000005,0.18980310459902258,1.7424208087566537,0.13699567629022733,0.03281086945156181
0.8300000000000005,0.195273670505533,1.7372576141361673,0.14612146652355784,0.0471584287859266
0.8400000000000005,0.188276487049512,1.7299652198315711,0.12784917361097967,0.0471584287859266
0.8500000000000005,0.19491998600985305,1.7387242022649998,0.14599869074794763,0.04446750073943344
0.8600000000000005,0.18831920369006955,1.7699116723654407,0.1438600310531447,0.04446750073943344
0.8700000000000006,0.197853041852951,1.7370502199172682,0.14959701952002097,0.026461063025505736
0.8800000000000006,0.1790983759796893,1.756012660616776,0.1508818588911584,0.026461063025505736
0.8900000000000006,0.18427825439458498,1.7514660087669123,0.14845195576290782,0.04321047639222166
0.9000000000000006,0.18626880468894613,1.7298693567791124,0.13983851223752145,0.04321047639222166
0.9100000000000006,0.18273259124243596,1.7545943520032714,0.142913549201821,0.03058020915761161
0.9200000000000006,0.17437789850052982,1.7743728675082622,0.1323574844842351,0.03058020915761161
0.9300000000000006,0.1842721100287627,1.7535266674742758,0.14024338226729383,0.04495650692814325
0.9400000000000006,0.18248313294627033,1.757280457708203,0.1371021135439542,0.04495650692814325
0.9500000000000006,0.1707892243186083,1.7684313022579592,0.14705502781332058,0.033936538259649075
0.9600000000000006,0.18513093560454297,1.7449402354277845,0.14101240538660703,0.033936538259649075
0.9700000000000006,0.17403295185517215,1.7671019031422728,0.15753037758769747,0.01698408653669283
0.9800000000000006,0.17144711699609577,1.7811304085003075,0.15426224643080336,0.01698408653669283
0.9900000000000007,0.17284630824823738,1.7685400396045958,0.1420374110768383,0.022245544326720008
1.0000000000000007,0.17160997270630335,1.7673718239448997,0.1438185862522129,0.022245544326720008
1.0100000000000007,0.17428630370498444,1.7682221600398547,0.15341565296178467,0.015370412472431571
1.0200000000000007,0.16936154786229202,1.7710053899126579,0.13832444148966366,0.015370412472431571
1.0300000000000007,0.1641660996136311,1.7787019172746725,0.1561896636219812,0.015186176443129468
1.0400000000000007,0.1744079715327848,1.758494222846734,0.13900033639257164,0.015186176443129468
1.0500000000000007,0.17817269371668337,1.766540107555875,0.15238703099602918,0.0329449855801255
1.0600000000000007,0.1767239280132358,1.7721681025695752,0.15506919525059068,0.0329449855801255
1.0700000000000007,0.18165926372321423,1.763945795880784,0.15503778145522853,0.039566340462781215
1.0800000000000007,0.15937886632451034,1.7680757225307928,0.14871128186041585,0.039566340462781215
1.0900000000000007,0.17448258601174094,1.7707873998013883,0.15873663098958762,0.02751588347352052
1.1000000000000008,0.17443793882550235,1.760882116751041,0.15296275754089525,0.02751588347352052
1.1100000000000008,0.16688749743923578,1.7790616456437254,0.14916888854224966,0.039108891714717944
1.1200000000000008,0.1564220594162958,1.796570283331024,0.15739853603427983,0.039108891714717944
1.1300000000000008,0.1630166316407787,1.7832680089294106,0.1518083056846094,0.016656649814928294
1.1400000000000008,0.16790090752566758,1.773945697340324,0.16114588613616987,0.016656649814928294
1.1500000000000008,0.17481299847114548,1.7719171719610154,0.1596796013896448,0.03050341180920451
1.1600000000000008,0.1506897058027468,1.7886384304574172,0.1657536813239358,0.03050341180920451
1.1700000000000008,0.15369581672487148,1.7932810377083914,0.16271018399503906,0.025789357569060877
1.1800000000000008,0.16652916538201748,1.7747050878261956,0.1460246333754601,0.025789357569060877
1.1900000000000008,0.1624141218401518,1.785572939924268,0.17378309809768908,0.018632338926737796
1.2000000000000008,0.15970015946181737,1.7720434408366224,0.14302670141793922,0.018632338926737796
1.2100000000000009,0.17467951777255505,1.7738884047821126,0.1666301903638156,0.02814339698733894
1.2200000000000009,0.18834852596225857,1.7590086106394964,0.160231616846169,0.02814339698733894
1.2300000000000009,0.17519383149198503,1.773159876756096,0.16453981414084676,0.00950621143159531
1.2400000000000009,0.1860502803805819,1.770718435970232,0.1588355832922728,0.00950621143159531
1.2500000000000009,0.16438533005374217,1.7833590639741517,0.15737612195845677,0.031928339692181375
1.260000000000001,0.17315386221114037,1.7673138374097088,0.15657972419822722,0.031928339692181375
1.270000000000001,0.15486080443878675,1.792565255942204,0.1703262537355431,0.013300831506709618
1.280000000000001,0.1799983938181186,1.784608696600638,0.150274980597424,0.013300831506709618
1.290000000000001,0.15595205324254852,1.792088070061201,0.1761124168916179,0.04165845090615124
1.300000000000001,0.16444621677698562,1.7936033449178377,0.16930718292966362,0.04165845090615124
1.310000000000001,0.18146191194843134,1.767652768805314,0.16547769602974843,0.0284671003172824
1.320000000000001,0.14145503915557311,1.8069438598946315,0.17210152889234998,0.0284671003172824
1.330000000000001,0.1748243044965946,1.774433699392309,0.17911442970529567,0.009976544599998884
1.340000000000001,0.1908636055491746,1.7484369553789052,0.16004001107088495,0.009976544599998884
1.350000000000001,0.16806704284781615,1.7807232105378756,0.17302582668781535,0.02169240865819479
1.360000000000001,0.1631143942848948,1.7845832319520076,0.1639538303815396,0.02169240865819479
