step times epsilon,SsvTraining,SsvTestingAll,SsvTestingUsv
0.0,0.25038004808202763,0.23555613353570495,0.23185015489912425
0.01,0.25150922317006763,0.2361753754991102,0.23234191358137085
0.02,0.2526494422576362,0.23680283845508737,0.23284118750445018
0.03,0.253800794613342,0.23743861672190947,0.23334807224905135
0.04,0.25496336764765387,0.23808280411025018,0.23386266322589927
0.05,0.2561372467963835,0.23873549385471113,0.23438505561929304
0.060000000000000005,0.25732251540324774,0.23939677854456626,0.23491534432989591
0.07,0.258519254601718,0.24006675005384984,0.2354536239168828
0.08,0.2597275431963806,0.2407454994709074,0.23599998853953913
0.09,0.2609474575440399,0.24143311702755507,0.23655453189843384
0.09999999999999999,0.26217907143481073,0.24212969202797915,0.23711734717627125
0.10999999999999999,0.26342245597345454,0.24283531277753181,0.23768852697855114
0.11999999999999998,0.2646776794612257,0.24355006651157404,0.23826816327416112
0.12999999999999998,0.2659448072785093,0.24427403932452774,0.23885634733603237
0.13999999999999999,0.2672239017685313,0.24500731609930498,0.23945316968199842
0.15,0.26851502212244177,0.2457499804372854,0.24005872001599632
0.16,0.2698182242660749,0.24650211458902058,0.240673087169757
0.17,0.27113356074869654,0.2472637993858461,0.2412963590451335
0.18000000000000002,0.2724610806340618,0.24803511417258725,0.2419286225572186
0.19000000000000003,0.273800829394105,0.24881613674155062,0.24256996357841204
0.20000000000000004,0.2751528488055949,0.24960694326798943,0.24322046688358806
0.21000000000000005,0.2765171768500886,0.2504076082472412,0.24388021609652932
0.22000000000000006,0.277893847617521,0.25121820443373194,0.24454929363778466
0.23000000000000007,0.2792828912137706,0.2520388027820446,0.2452277806741131
0.24000000000000007,0.28068433367253687,0.25286947239024626,0.2459157570696736
0.25000000000000006,0.2820981968718717,0.2537102804456744,0.24661330133912507
0.26000000000000006,0.28352449845569677,0.25456129217337153,0.24732049060279024
0.2700000000000001,0.2849632517606399,0.25542257078736275,0.24803740054404347
0.2800000000000001,0.2864144657485155,0.256294177444963,0.24876410536907492
0.2900000000000001,0.28787814494476743,0.2571761712042982,0.2495006777691809
0.3000000000000001,0.2893542893831858,0.2580686089852157,0.2502471888857232
0.3100000000000001,0.29084289455719353,0.25897154553375995,0.2510037082779016
0.3200000000000001,0.29234395137799296,0.25988503339037017,0.25177030389346444
0.3300000000000001,0.2938574461398443,0.26080912286196256,0.2525470420424921
0.34000000000000014,0.29538336049273345,0.26174386199803673,0.2533339873743625
0.35000000000000014,0.29692167142266956,0.262689296570946,0.2541312028580151
0.36000000000000015,0.29847235123983523,0.2636454700604496,0.25493874976560316
0.37000000000000016,0.3000353675747878,0.26461242364266313,0.25575668765963194
0.38000000000000017,0.3016106833828927,0.26559019618350227,0.25658507438365463
0.3900000000000002,0.30319825695714275,0.26657882423670076,0.2574239660565903
0.4000000000000002,0.30479804194949434,0.2675783420464747,0.25827341707071977
0.4100000000000002,0.3064099874008227,0.2685887815548808,0.2591334800933953
0.4200000000000002,0.3080340377795729,0.26961017241390883,0.2600042060724928
0.4300000000000002,0.3096701330291528,0.27064254200231713,0.26088564424560823
0.4400000000000002,0.31131820862408477,0.2716859154472227,0.26177784215300715
0.45000000000000023,0.3129781956349016,0.27274031565041523,0.2626808456542936
0.46000000000000024,0.31465002080173926,0.273805763319365,0.26359469894877147
0.47000000000000025,0.31633360661655086,0.27488227700286355,0.2645194445994417
0.48000000000000026,0.31802887141382546,0.275969873131222,0.26545512356057116
0.49000000000000027,0.3197357294696731,0.27706856606092883,0.26640177520874275
0.5000000000000002,0.3214540911090898,0.27817836812365304,0.26735943737729384
0.5100000000000002,0.3231838628211994,0.27929928967945306,0.2683281463940165
0.5200000000000002,0.3249249473822209,0.28043133917404106,0.2693079371219961
0.5300000000000002,0.32667724398588777,0.2815745231999242,0.2702988430034333
0.5400000000000003,0.32844064838100817,0.2827288465612301,0.2713008961062856
0.5500000000000003,0.33021505301582543,0.2838943123420082,0.27231412717355385
0.5600000000000003,0.3320003471888098,0.28507092197777345,0.27333856567501436
0.5700000000000003,0.33379641720547787,0.2862586753300538,0.27437423986119774
0.5800000000000003,0.33560314654081735,0.2874575707636713,0.27542117681938477
0.5900000000000003,0.3374204160068584,0.28866760522649015,0.27647940253139813
0.6000000000000003,0.3392481039249196,0.28988877433133736,0.27754894193294183
0.6100000000000003,0.34108608630202225,0.29112107243979424,0.2786298189742372
0.6200000000000003,0.34293423701096015,0.29236449274754944,0.27972205668169675
0.6300000000000003,0.34479242797347975,0.2936190273709871,0.2808256772203639
0.6400000000000003,0.3466605293460227,0.29488466743468356,0.2819407019568488
0.6500000000000004,0.34853840970746147,0.29616140315947176,0.2830671515224743
0.6600000000000004,0.350425936248252,0.2974492239507377,0.2842050458763591
0.6700000000000004,0.352322974960417,0.29874811848659666,0.2853544043681416
0.6800000000000004,0.35422939082777294,0.3000580748056081,0.2865152458000669
0.6900000000000004,0.35614504801580843,0.3013790803936803,0.28768758848814824
0.7000000000000004,0.35806981006061933,0.30271112226982333,0.2888714503221243
0.7100000000000004,0.36000354005631874,0.30405418707040593,0.29006684882392775
0.7200000000000004,0.36194610084033557,0.3054082611315849,0.2912738012043973
0.7300000000000004,0.3638973551760347,0.30677333056957723,0.29249232441796286
0.7400000000000004,0.3658571659320954,0.30814938135845826,0.293722435215049
0.7500000000000004,0.36782539625810495,0.3095363994051763,0.29496415019194416
0.7600000000000005,0.36980190975584126,0.31093437062148876,0.29621748583790064
0.7700000000000005,0.37178657064573395,0.3123432809925377,0.2974824585792386
