step times epsilon,SsvTraining,SsvTestingAll,SsvTestingUsv
0.0,0.12769186115537426,0.12754291696145587,0.12750568091297626
0.01,0.1282217543616512,0.1277432300051898,0.12762359891607444
0.02,0.12875620910845204,0.12794591008456913,0.1277433353285984
0.03,0.12929527733324536,0.12815099140285172,0.1278649199202533
0.04,0.12983901149947813,0.12835850864571216,0.12798838293227066
0.05,0.13038746459920506,0.12856849698785658,0.12811375508501946
0.060000000000000005,0.1309406901557432,0.12878099209975802,0.12824106758576173
0.07,0.1314987422263601,0.12899603015451866,0.12837035213655829
0.08,0.13206167540499567,0.1292136478348582,0.12850164094232383
0.09,0.13262954482502565,0.12943388234023442,0.12863496671903663
0.09999999999999999,0.13320240616207019,0.1296567713940983,0.12877036270210535
0.10999999999999999,0.1337803156368522,0.1298823532512872,0.12890786265489593
0.11999999999999998,0.13436333001811093,0.13011066670555946,0.1290475008774216
0.12999999999999998,0.13495150662557537,0.13034175109727278,0.12918931221519714
0.13999999999999999,0.13554490333300295,0.13057564632121235,0.1293333320682647
0.15,0.1361435785712881,0.13081239283456803,0.12947959640038803
0.16,0.1367475913316462,0.13105203166506751,0.12962814174842285
0.17,0.13735700116887858,0.13129460441926707,0.1297790052318642
0.18000000000000002,0.1379718682047218,0.13154015329100235,0.1299322245625725
0.19000000000000003,0.13859225313128903,0.1317887210700041,0.13008783805468288
0.20000000000000004,0.13921821721460642,0.13204035115067972,0.13024588463469805
0.21000000000000005,0.1398498222982502,0.1322950875410662,0.1304064038517702
0.22000000000000006,0.14048713080708988,0.1325529748719546,0.1305694358881708
0.23000000000000007,0.1411302057511415,0.1328140584061908,0.13073502156995312
0.24000000000000007,0.14177911072953578,0.13307838404815361,0.1309032023778081
0.25000000000000006,0.14243390993460664,0.13334599835341457,0.13107402045811656
0.26000000000000006,0.14309466815610208,0.13361694853857917,0.13124751863419842
0.2700000000000001,0.14376145078552435,0.13389128249131493,0.13142374041776259
0.2800000000000001,0.14443432382060095,0.13416904878056543,0.13160273002055656
0.2900000000000001,0.1451133538698908,0.13445029666695324,0.13178453236621884
0.3000000000000001,0.14579860815752851,0.1347350761133737,0.13196919310233501
0.3100000000000001,0.14649015452811023,0.13502343779578005,0.1321567586126975
0.3200000000000001,0.14718806145172225,0.13531543311416191,0.13234727602977184
0.3300000000000001,0.14789239802911633,0.13561111420371771,0.13254079324736806
0.34000000000000014,0.1486032339970307,0.13591053394622057,0.13273735893351804
0.35000000000000014,0.14932063973366044,0.13621374598157948,0.13293702254355924
0.36000000000000015,0.15004468626427542,0.13652080471959507,0.133139834333425
0.37000000000000016,0.15077544526698825,0.13683176535190936,0.13334584537313965
0.38000000000000017,0.15151298907866892,0.1371466838641486,0.13355510756051853
0.3900000000000002,0.15225739070100736,0.13746561704825966,0.13376767363507275
0.4000000000000002,0.1530087238067202,0.13778862251503624,0.13398359719211525
0.4100000000000002,0.15376706274590002,0.13811575870683412,0.13420293269706765
0.4200000000000002,0.15453248255250318,0.13844708491047397,0.13442573549996667
0.4300000000000002,0.15530505895097269,0.13878266127032693,0.13465206185016548
0.4400000000000002,0.15608486836299026,0.1391225488015821,0.13488196891123005
0.45000000000000023,0.15687198791435267,0.1394668094036897,0.13511551477602396
0.46000000000000024,0.15766649544196445,0.13981550587397762,0.13535275848198092
0.47000000000000025,0.15846846950093976,0.14016870192143546,0.1355937600265594
0.48000000000000026,0.1592779893718064,0.14052646218066162,0.1358385803828754
0.49000000000000027,0.16009513506779832,0.14088885222596662,0.1360872815155087
0.5000000000000002,0.16091998734223012,0.14125593858562577,0.1363399263964747
0.5100000000000002,0.16175262769593973,0.14162778875627643,0.1365965790213606
0.5200000000000002,0.16259313838478545,0.14200447121744872,0.13685730442561453
0.5300000000000002,0.16344160242718606,0.1423860554462236,0.13712216870098298
0.5400000000000003,0.16429810361168626,0.14277261193200855,0.1373912390120891
